2Theta,Intensity
33.56999999999999,13
33.589999999999996,13
33.60999999999999,10
33.629999999999995,11
33.65,14
33.669999999999995,15
33.69,13
33.709999999999994,18
33.73,15
33.74999999999999,20
33.769999999999996,20
33.78999999999999,14
33.809999999999995,11
33.83,13
33.849999999999994,16
33.87,8
33.88999999999999,18
33.91,14
33.92999999999999,25
33.949999999999996,15
33.97,16
33.989999999999995,23
34.01,11
34.029999999999994,15
34.05,20
34.06999999999999,11
34.089999999999996,12
34.10999999999999,13
34.129999999999995,13
34.15,6
34.169999999999995,8
34.19,15
34.209999999999994,17
34.23,15
34.24999999999999,20
34.269999999999996,19
34.28999999999999,14
34.309999999999995,16
34.33,10
34.349999999999994,15
34.37,10
34.38999999999999,13
34.41,8
34.42999999999999,15
34.449999999999996,13
34.46999999999999,17
34.489999999999995,15
34.51,18
34.529999999999994,12
34.55,8
34.56999999999999,13
34.589999999999996,16
34.60999999999999,10
34.629999999999995,9
34.65,9
34.669999999999995,8
34.69,6
34.709999999999994,8
34.73,9
34.74999999999999,11
34.769999999999996,9
34.78999999999999,8
34.809999999999995,8
34.83,10
34.849999999999994,12
34.87,8
34.88999999999999,8
34.91,11
34.92999999999999,7
34.949999999999996,12
34.96999999999999,6
34.989999999999995,9
35.01,3
35.029999999999994,6
35.05,5
35.06999999999999,3
35.089999999999996,6
35.10999999999999,6
35.129999999999995,5
35.15,4
35.169999999999995,8
35.19,4
35.209999999999994,4
35.23,4
35.24999999999999,10
35.269999999999996,4
35.28999999999999,5
35.309999999999995,5
35.33,8
35.349999999999994,7
35.37,2
35.38999999999999,7
35.41,1
35.42999999999999,6
35.449999999999996,8
35.46999999999999,4
35.489999999999995,3
35.51,4
35.529999999999994,6
35.55,5
35.56999999999999,10
35.589999999999996,7
35.60999999999999,6
35.629999999999995,4
35.65,2
35.669999999999995,5
35.69,2
35.709999999999994,3
35.73,6
35.74999999999999,4
35.769999999999996,4
35.78999999999999,3
35.809999999999995,2
35.83,2
35.849999999999994,8
35.87,6
35.88999999999999,6
35.91,0
35.92999999999999,8
35.949999999999996,6
35.96999999999999,6
35.989999999999995,2
36.01,3
36.029999999999994,3
36.05,5
36.06999999999999,5
36.089999999999996,3
36.10999999999999,0
36.129999999999995,3
36.15,8
36.169999999999995,2
36.19,1
36.209999999999994,5
36.23,1
36.24999999999999,3
36.269999999999996,1
36.28999999999999,1
36.309999999999995,6
36.33,6
36.349999999999994,4
36.37,3
36.38999999999999,5
36.41,3
36.42999999999999,3
36.449999999999996,3
36.46999999999999,4
36.489999999999995,3
36.51,3
36.529999999999994,4
36.55,1
36.56999999999999,6
36.589999999999996,2
36.60999999999999,5
36.629999999999995,3
36.64999999999999,4
36.669999999999995,2
36.69,3
36.709999999999994,1
36.73,4
36.74999999999999,4
36.769999999999996,7
36.78999999999999,5
36.809999999999995,2
36.83,4
36.849999999999994,4
36.87,1
36.88999999999999,2
36.91,4
36.92999999999999,2
36.949999999999996,5
36.96999999999999,1
36.989999999999995,2
37.01,8
37.029999999999994,8
37.04999999999999,2
37.06999999999999,2
37.089999999999996,5
37.10999999999999,6
37.129999999999995,4
37.14999999999999,3
37.169999999999995,3
37.18999999999999,2
37.209999999999994,2
37.22999999999999,4
37.24999999999999,4
37.269999999999996,1
37.28999999999999,4
37.309999999999995,3
37.32999999999999,3
37.349999999999994,2
37.36999999999999,4
37.38999999999999,9
37.41,1
37.42999999999999,4
37.449999999999996,3
37.46999999999999,6
37.489999999999995,2
37.50999999999999,6
37.529999999999994,4
37.54999999999999,3
37.56999999999999,5
37.589999999999996,2
37.60999999999999,2
37.629999999999995,5
37.64999999999999,2
37.669999999999995,2
37.68999999999999,5
37.709999999999994,2
37.72999999999999,0
37.74999999999999,6
37.769999999999996,3
37.78999999999999,3
37.809999999999995,3
37.82999999999999,4
37.849999999999994,4
37.86999999999999,4
37.88999999999999,5
37.90999999999999,1
37.92999999999999,2
37.949999999999996,2
37.96999999999999,5
37.989999999999995,3
38.00999999999999,5
38.029999999999994,4
38.04999999999999,4
38.06999999999999,0
38.089999999999996,6
38.10999999999999,2
38.129999999999995,5
38.14999999999999,3
38.169999999999995,8
38.18999999999999,6
38.209999999999994,4
38.22999999999999,7
38.24999999999999,3
38.269999999999996,4
38.28999999999999,2
38.309999999999995,3
38.32999999999999,2
38.349999999999994,2
38.36999999999999,2
38.38999999999999,7
38.40999999999999,3
38.42999999999999,6
38.449999999999996,3
38.46999999999999,1
38.489999999999995,2
38.50999999999999,4
38.529999999999994,1
38.54999999999999,5
38.56999999999999,6
38.589999999999996,3
38.60999999999999,2
38.629999999999995,4
38.64999999999999,5
38.669999999999995,1
38.68999999999999,2
38.709999999999994,3
38.72999999999999,7
38.74999999999999,4
38.769999999999996,4
38.78999999999999,8
38.809999999999995,3
38.82999999999999,4
38.849999999999994,3
38.86999999999999,1
38.88999999999999,2
38.90999999999999,5
38.92999999999999,4
38.949999999999996,2
38.96999999999999,6
38.989999999999995,1
39.00999999999999,4
39.029999999999994,2
39.04999999999999,4
39.06999999999999,5
39.089999999999996,3
39.10999999999999,5
39.129999999999995,3
39.14999999999999,5
39.169999999999995,5
39.18999999999999,3
39.209999999999994,4
39.22999999999999,2
39.24999999999999,2
39.269999999999996,6
39.28999999999999,1
39.309999999999995,2
39.32999999999999,2
39.349999999999994,7
39.36999999999999,5
39.38999999999999,5
39.40999999999999,8
39.42999999999999,3
39.449999999999996,8
39.46999999999999,5
39.489999999999995,5
39.50999999999999,4
39.529999999999994,5
39.54999999999999,3
39.56999999999999,3
39.58999999999999,6
39.60999999999999,5
39.629999999999995,3
39.64999999999999,3
39.669999999999995,3
39.68999999999999,4
39.709999999999994,4
39.72999999999999,5
39.74999999999999,3
39.769999999999996,2
39.78999999999999,3
39.809999999999995,2
39.82999999999999,0
39.849999999999994,4
39.86999999999999,4
39.88999999999999,4
39.90999999999999,8
39.92999999999999,3
39.949999999999996,7
39.96999999999999,4
39.989999999999995,5
40.00999999999999,6
40.029999999999994,0
40.04999999999999,3
40.06999999999999,6
40.08999999999999,4
40.10999999999999,6
40.129999999999995,5
40.14999999999999,4
40.169999999999995,2
40.18999999999999,4
40.209999999999994,2
40.22999999999999,4
40.24999999999999,2
40.269999999999996,6
40.28999999999999,2
40.309999999999995,1
40.32999999999999,5
40.349999999999994,1
40.36999999999999,4
40.38999999999999,2
40.40999999999999,1
40.42999999999999,2
40.449999999999996,5
40.46999999999999,4
40.489999999999995,2
40.50999999999999,4
40.529999999999994,5
40.54999999999999,2
40.56999999999999,5
40.58999999999999,3
40.60999999999999,3
40.629999999999995,2
40.64999999999999,3
40.669999999999995,5
40.68999999999999,4
40.709999999999994,8
40.72999999999999,6
40.74999999999999,3
40.769999999999996,1
40.78999999999999,4
40.809999999999995,4
40.82999999999999,1
40.849999999999994,3
40.86999999999999,3
40.88999999999999,1
40.90999999999999,5
40.92999999999999,1
40.949999999999996,3
40.96999999999999,3
40.989999999999995,4
41.00999999999999,3
41.029999999999994,5
41.04999999999999,3
41.06999999999999,7
41.08999999999999,2
41.10999999999999,5
41.129999999999995,2
41.14999999999999,3
41.169999999999995,4
41.18999999999999,2
41.209999999999994,2
41.22999999999999,2
41.24999999999999,4
41.269999999999996,0
41.28999999999999,8
41.309999999999995,4
41.32999999999999,3
41.349999999999994,3
41.36999999999999,3
41.38999999999999,4
41.40999999999999,3
41.42999999999999,4
41.449999999999996,3
41.46999999999999,8
41.489999999999995,2
41.50999999999999,3
41.529999999999994,4
41.54999999999999,5
41.56999999999999,1
41.58999999999999,6
41.60999999999999,0
41.629999999999995,5
41.64999999999999,3
41.669999999999995,4
41.68999999999999,4
41.709999999999994,3
41.72999999999999,5
41.74999999999999,5
41.76999999999999,7
41.78999999999999,2
41.809999999999995,5
41.82999999999999,2
41.849999999999994,9
41.86999999999999,8
41.88999999999999,3
41.90999999999999,5
41.92999999999999,0
41.949999999999996,5
41.96999999999999,8
41.989999999999995,6
42.00999999999999,5
42.029999999999994,4
42.04999999999999,3
42.06999999999999,4
42.08999999999999,2
42.10999999999999,2
42.129999999999995,1
42.14999999999999,10
42.169999999999995,4
42.18999999999999,5
42.209999999999994,3
42.22999999999999,2
42.24999999999999,2
42.26999999999999,7
42.28999999999999,1
42.309999999999995,6
42.32999999999999,6
42.349999999999994,7
42.36999999999999,6
42.38999999999999,3
42.40999999999999,5
42.42999999999999,4
42.449999999999996,5
42.46999999999999,7
42.489999999999995,4
42.50999999999999,6
42.529999999999994,3
42.54999999999999,5
42.56999999999999,2
42.58999999999999,0
42.60999999999999,5
42.629999999999995,6
42.64999999999999,2
42.669999999999995,1
42.68999999999999,5
42.709999999999994,5
42.72999999999999,3
42.74999999999999,3
42.76999999999999,5
42.78999999999999,8
42.809999999999995,7
42.82999999999999,1
42.849999999999994,3
42.86999999999999,4
42.88999999999999,1
42.90999999999999,6
42.92999999999999,3
42.949999999999996,8
42.96999999999999,0
42.989999999999995,1
43.00999999999999,3
43.029999999999994,4
43.04999999999999,3
43.06999999999999,5
43.08999999999999,3
43.10999999999999,4
43.129999999999995,5
43.14999999999999,6
43.169999999999995,3
43.18999999999999,2
43.209999999999994,7
43.22999999999999,4
43.24999999999999,5
43.26999999999999,7
43.28999999999999,5
43.309999999999995,3
43.32999999999999,5
43.349999999999994,7
43.36999999999999,1
43.38999999999999,4
43.40999999999999,3
43.42999999999999,3
43.44999999999999,3
43.46999999999999,4
43.489999999999995,1
43.50999999999999,4
43.529999999999994,6
43.54999999999999,5
43.56999999999999,1
43.58999999999999,9
43.60999999999999,3
43.629999999999995,2
43.64999999999999,2
43.669999999999995,3
43.68999999999999,10
43.709999999999994,4
43.72999999999999,4
43.74999999999999,5
43.76999999999999,5
43.78999999999999,4
43.809999999999995,6
43.82999999999999,7
43.849999999999994,8
43.86999999999999,3
43.88999999999999,4
43.90999999999999,6
43.92999999999999,4
43.94999999999999,5
43.96999999999999,5
43.989999999999995,6
44.00999999999999,6
44.029999999999994,3
44.04999999999999,4
44.06999999999999,5
44.08999999999999,4
44.10999999999999,4
44.129999999999995,2
44.14999999999999,7
44.169999999999995,5
44.18999999999999,5
44.209999999999994,3
44.22999999999999,6
44.24999999999999,8
44.26999999999999,3
44.28999999999999,2
44.309999999999995,4
44.32999999999999,3
44.349999999999994,5
44.36999999999999,5
44.38999999999999,6
44.40999999999999,5
44.42999999999999,2
44.44999999999999,7
44.46999999999999,5
44.489999999999995,3
44.50999999999999,3
44.529999999999994,5
44.54999999999999,6
44.56999999999999,5
44.58999999999999,9
44.60999999999999,6
44.629999999999995,4
44.64999999999999,10
44.669999999999995,6
44.68999999999999,6
44.709999999999994,11
44.72999999999999,3
44.74999999999999,7
44.76999999999999,3
44.78999999999999,5
44.809999999999995,4
44.82999999999999,6
44.849999999999994,4
44.86999999999999,6
44.88999999999999,5
44.90999999999999,3
44.92999999999999,6
44.94999999999999,6
44.96999999999999,8
44.989999999999995,7
45.00999999999999,6
45.029999999999994,11
45.04999999999999,8
45.06999999999999,11
45.08999999999999,5
45.10999999999999,4
45.12999999999999,12
45.14999999999999,7
45.169999999999995,3
45.18999999999999,5
45.209999999999994,4
45.22999999999999,12
45.24999999999999,8
45.26999999999999,5
45.28999999999999,6
45.309999999999995,9
45.32999999999999,12
45.349999999999994,10
45.36999999999999,12
45.38999999999999,8
45.40999999999999,14
45.42999999999999,9
45.44999999999999,11
45.46999999999999,13
45.489999999999995,11
45.50999999999999,12
45.529999999999994,9
45.54999999999999,8
45.56999999999999,15
45.58999999999999,11
45.60999999999999,7
45.62999999999999,18
45.64999999999999,10
45.669999999999995,19
45.68999999999999,9
45.709999999999994,16
45.72999999999999,14
45.74999999999999,21
45.76999999999999,12
45.78999999999999,13
45.809999999999995,20
45.82999999999999,24
45.849999999999994,36
45.86999999999999,21
45.88999999999999,22
45.90999999999999,32
45.92999999999999,33
45.94999999999999,20
45.96999999999999,32
45.989999999999995,31
46.00999999999999,40
46.029999999999994,32
46.04999999999999,39
46.06999999999999,52
46.08999999999999,52
46.10999999999999,39
46.12999999999999,65
46.14999999999999,76
46.169999999999995,78
46.18999999999999,84
46.209999999999994,112
46.22999999999999,117
46.24999999999999,150
46.26999999999999,182
46.28999999999999,224
46.309999999999995,283
46.32999999999999,419
46.349999999999994,587
46.36999999999999,959
46.38999999999999,2191
46.40999999999999,7008
46.42999999999999,35471
46.44999999999999,527383
46.46999999999999,445212
46.489999999999995,22359
46.50999999999999,6839
46.529999999999994,2908
46.54999999999999,1437
46.56999999999999,700
46.58999999999999,425
46.60999999999999,291
46.62999999999999,204
46.64999999999999,165
46.669999999999995,140
46.68999999999999,101
46.709999999999994,86
46.72999999999999,73
46.74999999999999,70
46.76999999999999,58
46.78999999999999,72
46.809999999999995,49
46.82999999999999,40
46.849999999999994,43
46.86999999999999,31
46.88999999999999,37
46.90999999999999,24
46.92999999999999,19
46.94999999999999,35
46.96999999999999,26
46.989999999999995,26
47.00999999999999,21
47.029999999999994,17
47.04999999999999,21
47.06999999999999,19
47.08999999999999,17
47.10999999999999,20
47.12999999999999,19
47.14999999999999,16
47.169999999999995,17
47.18999999999999,18
47.209999999999994,16
47.22999999999999,11
47.24999999999999,11
47.26999999999999,9
47.28999999999999,8
47.30999999999999,12
47.32999999999999,11
47.349999999999994,7
47.36999999999999,11
47.38999999999999,4
47.40999999999999,8
47.42999999999999,9
47.44999999999999,11
47.46999999999999,11
47.489999999999995,4
47.50999999999999,12
47.529999999999994,7
47.54999999999999,6
47.56999999999999,6
47.58999999999999,8
47.60999999999999,8
47.62999999999999,5
47.64999999999999,7
47.669999999999995,9
47.68999999999999,9
47.709999999999994,5
47.72999999999999,5
47.74999999999999,6
47.76999999999999,9
47.78999999999999,5
47.80999999999999,6
47.82999999999999,3
47.849999999999994,4
47.86999999999999,8
47.88999999999999,7
47.90999999999999,8
47.92999999999999,5
47.94999999999999,3
47.96999999999999,1
47.989999999999995,4
48.00999999999999,5
48.029999999999994,7
48.04999999999999,1
48.06999999999999,6
48.08999999999999,5
48.10999999999999,5
48.12999999999999,2
48.14999999999999,2
48.169999999999995,3
48.18999999999999,2
48.209999999999994,9
48.22999999999999,2
48.24999999999999,4
48.26999999999999,5
48.28999999999999,2
48.30999999999999,4
48.32999999999999,6
48.349999999999994,4
48.36999999999999,3
48.38999999999999,6
48.40999999999999,2
48.42999999999999,3
48.44999999999999,2
48.46999999999999,1
48.489999999999995,5
48.50999999999999,3
48.529999999999994,3
48.54999999999999,4
48.56999999999999,2
48.58999999999999,4
48.60999999999999,1
48.62999999999999,5
48.64999999999999,4
48.669999999999995,3
48.68999999999999,6
48.709999999999994,4
48.72999999999999,6
48.74999999999999,1
48.76999999999999,3
48.78999999999999,4
48.80999999999999,1
48.82999999999999,3
48.849999999999994,0
48.86999999999999,4
48.88999999999999,1
48.90999999999999,3
48.92999999999999,3
48.94999999999999,3
48.96999999999999,2
48.98999999999999,6
49.00999999999999,6
49.029999999999994,4
49.04999999999999,3
49.06999999999999,2
49.08999999999999,3
49.10999999999999,4
49.12999999999999,3
49.14999999999999,1
49.169999999999995,4
49.18999999999999,3
49.209999999999994,0
49.22999999999999,0
49.24999999999999,8
49.26999999999999,2
49.28999999999999,3
49.30999999999999,4
49.32999999999999,4
49.349999999999994,4
49.36999999999999,2
49.38999999999999,3
49.40999999999999,3
49.42999999999999,5
49.44999999999999,1
49.46999999999999,3
49.48999999999999,2
49.50999999999999,1
49.529999999999994,1
49.54999999999999,1
49.56999999999999,5
49.58999999999999,1
49.60999999999999,2
49.62999999999999,5
49.64999999999999,4
49.669999999999995,4
49.68999999999999,2
49.709999999999994,5
49.72999999999999,6
49.74999999999999,0
49.76999999999999,2
49.78999999999999,1
49.80999999999999,4
49.82999999999999,2
49.849999999999994,1
49.86999999999999,4
49.88999999999999,5
49.90999999999999,5
49.92999999999999,5
49.94999999999999,2
49.96999999999999,5
49.98999999999999,2
50.00999999999999,1
50.029999999999994,3
50.04999999999999,4
50.06999999999999,4
50.08999999999999,1
50.10999999999999,2
50.12999999999999,1
50.14999999999999,3
50.169999999999995,1
50.18999999999999,3
50.209999999999994,1
50.22999999999999,3
50.24999999999999,2
50.26999999999999,2
50.28999999999999,2
50.30999999999999,0
50.32999999999999,4
50.349999999999994,2
50.36999999999999,5
50.38999999999999,3
50.40999999999999,1
50.42999999999999,4
50.44999999999999,1
50.46999999999999,3
50.48999999999999,5
50.50999999999999,4
50.529999999999994,2
50.54999999999999,2
50.56999999999999,3
50.58999999999999,2
50.60999999999999,2
50.62999999999999,6
50.64999999999999,1
50.66999999999999,0
50.68999999999999,2
50.709999999999994,2
50.72999999999999,1
50.74999999999999,2
50.76999999999999,1
50.78999999999999,2
50.80999999999999,2
50.82999999999999,5
50.849999999999994,1
50.86999999999999,3
50.88999999999999,4
50.90999999999999,4
50.92999999999999,3
50.94999999999999,3
50.96999999999999,1
50.98999999999999,2
51.00999999999999,1
51.029999999999994,1
51.04999999999999,2
51.06999999999999,0
51.08999999999999,1
51.10999999999999,3
51.12999999999999,3
51.14999999999999,2
51.16999999999999,1
51.18999999999999,2
51.209999999999994,4
51.22999999999999,1
51.24999999999999,3
51.26999999999999,5
51.28999999999999,2
51.30999999999999,6
51.32999999999999,3
51.349999999999994,2
51.36999999999999,2
51.38999999999999,3
51.40999999999999,1
51.42999999999999,2
51.44999999999999,2
51.46999999999999,1
51.48999999999999,1
51.50999999999999,3
51.529999999999994,2
51.54999999999999,3
51.56999999999999,0
51.58999999999999,1
51.60999999999999,5
51.62999999999999,2
51.64999999999999,4
51.66999999999999,3
51.68999999999999,1
51.709999999999994,2
51.72999999999999,1
51.74999999999999,4
51.76999999999999,4
51.78999999999999,1
51.80999999999999,1
51.82999999999999,1
51.849999999999994,1
51.86999999999999,2
51.88999999999999,2
51.90999999999999,2
51.92999999999999,3
51.94999999999999,2
51.96999999999999,1
51.98999999999999,3
52.00999999999999,3
52.029999999999994,2
52.04999999999999,0
52.06999999999999,1
52.08999999999999,3
52.10999999999999,6
52.12999999999999,4
52.14999999999999,2
52.16999999999999,5
52.18999999999999,1
52.209999999999994,2
52.22999999999999,2
52.24999999999999,1
52.26999999999999,5
52.28999999999999,4
52.30999999999999,3
52.32999999999999,1
52.349999999999994,3
52.36999999999999,5
52.38999999999999,1
52.40999999999999,4
52.42999999999999,1
52.44999999999999,1
52.46999999999999,3
52.48999999999999,1
52.50999999999999,2
52.529999999999994,2
52.54999999999999,0
52.56999999999999,3
52.58999999999999,3
52.60999999999999,2
52.62999999999999,2
52.64999999999999,2
52.66999999999999,2
52.68999999999999,4
52.709999999999994,2
52.72999999999999,1
52.74999999999999,4
52.76999999999999,3
52.78999999999999,0
52.80999999999999,5
52.82999999999999,3
52.84999999999999,1
52.86999999999999,3
52.88999999999999,5
52.90999999999999,0
52.92999999999999,0
52.94999999999999,2
52.96999999999999,4
52.98999999999999,3
53.00999999999999,1
53.029999999999994,2
53.04999999999999,5
53.06999999999999,2
53.08999999999999,0
53.10999999999999,4
53.12999999999999,4
53.14999999999999,5
53.16999999999999,1
53.18999999999999,3
53.209999999999994,3
53.22999999999999,2
53.24999999999999,4
53.26999999999999,3
53.28999999999999,4
53.30999999999999,4
53.32999999999999,1
53.34999999999999,2
53.36999999999999,1
53.38999999999999,4
53.40999999999999,3
53.42999999999999,1
53.44999999999999,4
53.46999999999999,2
53.48999999999999,1
53.50999999999999,2
53.529999999999994,1
53.54999999999999,5
53.56999999999999,3
53.58999999999999,1
53.60999999999999,3
53.62999999999999,3
53.64999999999999,3
53.66999999999999,5
53.68999999999999,2
53.709999999999994,6
53.72999999999999,2
53.74999999999999,1
53.76999999999999,2
53.78999999999999,3
53.80999999999999,2
53.82999999999999,2
53.84999999999999,1
53.86999999999999,4
53.88999999999999,2
53.90999999999999,3
53.92999999999999,3
53.94999999999999,5
53.96999999999999,1
53.98999999999999,1
54.00999999999999,4
54.029999999999994,4
54.04999999999999,0
54.06999999999999,3
54.08999999999999,3
54.10999999999999,1
54.12999999999999,0
54.14999999999999,3
54.16999999999999,2
54.18999999999999,5
54.209999999999994,2
54.22999999999999,3
54.24999999999999,2
54.26999999999999,4
54.28999999999999,3
54.30999999999999,2
54.32999999999999,4
54.34999999999999,0
54.36999999999999,0
54.38999999999999,4
54.40999999999999,3
54.42999999999999,4
54.44999999999999,1
54.46999999999999,2
54.48999999999999,2
54.50999999999999,2
54.52999999999999,5
54.54999999999999,3
54.56999999999999,3
54.58999999999999,1
54.60999999999999,5
54.62999999999999,2
54.64999999999999,5
54.66999999999999,3
54.68999999999999,2
54.709999999999994,3
54.72999999999999,1
54.74999999999999,3
54.76999999999999,1
54.78999999999999,0
54.80999999999999,3
54.82999999999999,6
54.84999999999999,4
54.86999999999999,3
54.88999999999999,5
54.90999999999999,1
54.92999999999999,2
54.94999999999999,3
54.96999999999999,1
54.98999999999999,1
55.00999999999999,1
55.02999999999999,5
55.04999999999999,1
55.06999999999999,4
55.08999999999999,6
55.10999999999999,1
55.12999999999999,3
55.14999999999999,4
55.16999999999999,2
55.18999999999999,5
55.209999999999994,5
55.22999999999999,3
55.24999999999999,0
55.26999999999999,3
55.28999999999999,2
55.30999999999999,3
55.32999999999999,2
55.34999999999999,2
55.36999999999999,1
55.38999999999999,3
55.40999999999999,1
55.42999999999999,3
55.44999999999999,1
55.46999999999999,4
55.48999999999999,3
55.50999999999999,5
55.52999999999999,2
55.54999999999999,3
55.56999999999999,0
55.58999999999999,1
55.60999999999999,1
55.62999999999999,4
55.64999999999999,6
55.66999999999999,3
55.68999999999999,5
55.709999999999994,0
55.72999999999999,2
55.74999999999999,2
55.76999999999999,3
55.78999999999999,1
55.80999999999999,1
55.82999999999999,2
55.84999999999999,2
55.86999999999999,2
55.88999999999999,5
55.90999999999999,1
55.92999999999999,2
55.94999999999999,0
55.96999999999999,3
55.98999999999999,2
56.00999999999999,3
56.02999999999999,2
56.04999999999999,3
56.06999999999999,2
56.08999999999999,4
56.10999999999999,2
56.12999999999999,5
56.14999999999999,0
56.16999999999999,1
56.18999999999999,6
56.20999999999999,2
56.22999999999999,2
56.24999999999999,1
56.26999999999999,1
56.28999999999999,2
56.30999999999999,1
56.32999999999999,3
56.34999999999999,2
56.36999999999999,1
56.38999999999999,3
56.40999999999999,1
56.42999999999999,2
56.44999999999999,0
56.46999999999999,2
56.48999999999999,0
56.50999999999999,3
56.52999999999999,2
56.54999999999999,3
56.56999999999999,0
56.58999999999999,2
56.60999999999999,2
56.62999999999999,3
56.64999999999999,1
56.66999999999999,3
56.68999999999999,4
56.70999999999999,3
56.72999999999999,1
56.74999999999999,5
56.76999999999999,1
56.78999999999999,3
56.80999999999999,2
56.82999999999999,3
56.84999999999999,1
56.86999999999999,3
56.88999999999999,4
56.90999999999999,3
56.92999999999999,2
56.94999999999999,4
56.96999999999999,0
56.98999999999999,2
57.00999999999999,2
57.02999999999999,7
57.04999999999999,1
57.06999999999999,5
57.08999999999999,4
57.10999999999999,1
57.12999999999999,1
57.14999999999999,6
57.16999999999999,2
57.18999999999999,2
57.20999999999999,1
57.22999999999999,6
57.24999999999999,0
57.26999999999999,3
57.28999999999999,3
57.30999999999999,0
57.32999999999999,3
57.34999999999999,2
57.36999999999999,4
57.38999999999999,4
57.40999999999999,0
57.42999999999999,1
57.44999999999999,1
57.46999999999999,2
57.48999999999999,2
57.50999999999999,4
57.52999999999999,3
57.54999999999999,5
57.56999999999999,2
57.58999999999999,2
57.60999999999999,5
57.62999999999999,2
57.64999999999999,2
57.66999999999999,2
57.68999999999999,2
57.70999999999999,0
57.72999999999999,3
57.74999999999999,3
57.76999999999999,4
57.78999999999999,2
57.80999999999999,3
57.82999999999999,3
57.84999999999999,2
57.86999999999999,6
57.88999999999999,4
57.90999999999999,2
57.92999999999999,3
57.94999999999999,1
57.96999999999999,0
57.98999999999999,4
58.00999999999999,2
58.02999999999999,3
58.04999999999999,2
58.06999999999999,2
58.08999999999999,3
58.10999999999999,3
58.12999999999999,2
58.14999999999999,5
58.16999999999999,3
58.18999999999999,2
58.20999999999999,1
58.22999999999999,2
58.24999999999999,3
58.26999999999999,2
58.28999999999999,3
58.30999999999999,4
58.32999999999999,5
